drug_1,drug_2,severity
clarithromycin,fluoxetine,1
ibuprofen,escitalopram,2
clarithromycin,atorvastatin,3
tramadol,clarithromycin,1
dexketoprofen,diazepam,1
morphine,probiotic,1
edoxaban,ibuprofen,1
enterogermina,edoxaban,1
amiodarone,lorazepam,3
vitamin d,erythromycin,1
vitamin c,clarithromycin,1
dexketoprofen,amiodarone,1
paroxetine,amiodarone,3
diclofenac,morphine,1
omeprazole,erythromycin,1
clonazepam,tramadol,3
azithromycin,simvastatin,3
pantoprazole,clarithromycin,1
rivaroxaban,erythromycin,1
simvastatin,vitamin c,1
clonazepam,omeprazole,1
enterogermina,dexketoprofen,1
tramadol,dexketoprofen,1
erythromycin,clonazepam,1
paroxetine,b12,1
atorvastatin,fluoxetine,1
clarithromycin,atorvastatin,3
diclofenac,rosuvastatin,1
warfarin,paracetamol,1
vitamin c,warfarin,1
paracetamol,acetaminophen,1
rivaroxaban,vitamin c,1
dexketoprofen,amiodarone,1
enterogermina,paroxetine,1
azithromycin,codeine,1
diclofenac,warfarin,3
clarithromycin,apixaban,1
sertraline,warfarin,3
apixaban,erythromycin,1
lorazepam,atorvastatin,1
diclofenac,clonazepam,1
pantoprazole,azithromycin,1
warfarin,pantoprazole,1
azithromycin,acetaminophen,1
paracetamol,tramadol,1
vitamin c,esomeprazole,1
atorvastatin,folic acid,1
edoxaban,vitamin d,1
amiodarone,dexketoprofen,1
codeine,diclofenac,1
apixaban,clonazepam,1
amiodarone,morphine,1
omeprazole,folic acid,1
paracetamol,escitalopram,1
pantoprazole,omeprazole,1
escitalopram,tramadol,2
pantoprazole,fluoxetine,1
warfarin,probiotic,1
b12,pravastatin,1
pantoprazole,azithromycin,1
erythromycin,simvastatin,3
amiodarone,azithromycin,3
oxycodone,rivaroxaban,1
warfarin,pantoprazole,1
vitamin d,probiotic,1
simvastatin,oxycodone,1
ketoprofen,oxycodone,1
azithromycin,acetaminophen,1
alprazolam,folic acid,1
vitamin d,ibuprofen,1
edoxaban,morphine,1
clarithromycin,paracetamol,1
paracetamol,pravastatin,1
esomeprazole,omeprazole,1
paracetamol,acetaminophen,1
vitamin c,simvastatin,1
diclofenac,edoxaban,1
vitamin d,rosuvastatin,1
enterogermina,pravastatin,1
erythromycin,codeine,1
acetaminophen,tramadol,1
paracetamol,pravastatin,1
ketoprofen,vitamin d,1
lorazepam,acetaminophen,1
rosuvastatin,apixaban,1
clonazepam,tramadol,3
edoxaban,escitalopram,1
fluoxetine,esomeprazole,1
rivaroxaban,erythromycin,1
clarithromycin,dabigatran,1
diazepam,probiotic,1
vitamin c,amiodarone,1
atorvastatin,pantoprazole,2
clarithromycin,erythromycin,3
dexketoprofen,folic acid,1
naproxen,apixaban,1
erythromycin,enterogermina,1
folic acid,dexketoprofen,1
tramadol,oxycodone,1
escitalopram,enterogermina,1
erythromycin,simvastatin,3
simvastatin,lorazepam,1
erythromycin,warfarin,3
clarithromycin,amiodarone,3
amiodarone,folic acid,1
clarithromycin,escitalopram,1
vitamin d,diclofenac,1
vitamin d,amiodarone,1
probiotic,codeine,1
lorazepam,enterogermina,1
dexketoprofen,fluoxetine,2
rivaroxaban,b12,1
b12,ibuprofen,1
warfarin,folic acid,1
dexketoprofen,warfarin,3
rosuvastatin,erythromycin,3
azithromycin,vitamin d,1
tramadol,codeine,1
clonazepam,atorvastatin,1
simvastatin,morphine,1
diclofenac,pantoprazole,1
alprazolam,diazepam,1
rivaroxaban,pantoprazole,1
diazepam,azithromycin,1
clarithromycin,paracetamol,1
ketoprofen,erythromycin,1
erythromycin,omeprazole,1
escitalopram,edoxaban,1
escitalopram,atorvastatin,1
paracetamol,erythromycin,1
codeine,tramadol,1
pantoprazole,simvastatin,2
naproxen,sertraline,2
omeprazole,dexketoprofen,1
morphine,acetaminophen,1
codeine,diclofenac,1
apixaban,codeine,1
acetaminophen,pravastatin,1
apixaban,simvastatin,1
amiodarone,enterogermina,1
morphine,simvastatin,1
edoxaban,warfarin,1
apixaban,rosuvastatin,1
lorazepam,vitamin c,1
rivaroxaban,diazepam,1
diazepam,lorazepam,1
dexketoprofen,omeprazole,1
ketoprofen,sertraline,2
ketoprofen,clarithromycin,1
simvastatin,diclofenac,1
apixaban,probiotic,1
paracetamol,naproxen,1
edoxaban,warfarin,1
erythromycin,rivaroxaban,1
dexketoprofen,b12,1
paracetamol,vitamin d,1
alprazolam,azithromycin,1
clarithromycin,fluoxetine,1
codeine,clarithromycin,1
oxycodone,rivaroxaban,1
esomeprazole,pravastatin,2
vitamin d,probiotic,1
fluoxetine,omeprazole,1
ibuprofen,b12,1
naproxen,clarithromycin,1
warfarin,diazepam,1
esomeprazole,clarithromycin,1
apixaban,ketoprofen,1
vitamin c,rosuvastatin,1
erythromycin,amiodarone,3
b12,atorvastatin,1
pantoprazole,tramadol,1
vitamin d,escitalopram,1
probiotic,azithromycin,1
diazepam,edoxaban,1
morphine,tramadol,1
edoxaban,ketoprofen,1
clarithromycin,dabigatran,1
naproxen,dexketoprofen,1
ketoprofen,acetaminophen,1
diazepam,omeprazole,1
atorvastatin,ibuprofen,1
diazepam,fluoxetine,2
oxycodone,azithromycin,1
simvastatin,sertraline,1
ketoprofen,diclofenac,1
diclofenac,tramadol,1
vitamin c,paracetamol,1
fluoxetine,apixaban,1
azithromycin,atorvastatin,3
ketoprofen,lorazepam,1
folic acid,codeine,1
codeine,apixaban,1
erythromycin,diazepam,1
rivaroxaban,fluoxetine,1
tramadol,acetaminophen,1
erythromycin,pantoprazole,1
edoxaban,probiotic,1
diclofenac,simvastatin,1
esomeprazole,vitamin c,1
paroxetine,pravastatin,1
simvastatin,erythromycin,3
diazepam,ibuprofen,1
atorvastatin,rivaroxaban,1
clarithromycin,atorvastatin,3
enterogermina,folic acid,1
escitalopram,clarithromycin,1
omeprazole,folic acid,1
atorvastatin,tramadol,1
ketoprofen,b12,1
escitalopram,probiotic,1
dexketoprofen,esomeprazole,1
oxycodone,clonazepam,3
azithromycin,dexketoprofen,1
oxycodone,probiotic,1
sertraline,alprazolam,2
oxycodone,ibuprofen,1
dabigatran,folic acid,1
diclofenac,apixaban,1
clonazepam,paroxetine,2
escitalopram,probiotic,1
edoxaban,b12,1
paroxetine,rivaroxaban,1
escitalopram,pantoprazole,1
morphine,codeine,1
escitalopram,warfarin,3
erythromycin,ketoprofen,1
b12,azithromycin,1
paracetamol,naproxen,1
apixaban,vitamin c,1
paroxetine,paracetamol,1
paracetamol,ibuprofen,1
dabigatran,sertraline,1
simvastatin,dabigatran,1
clonazepam,dabigatran,1
fluoxetine,erythromycin,1
esomeprazole,diclofenac,1
paracetamol,ketoprofen,1
lorazepam,esomeprazole,1
diazepam,paracetamol,1
alprazolam,sertraline,2
oxycodone,lorazepam,3
acetaminophen,azithromycin,1
pantoprazole,folic acid,1
omeprazole,probiotic,1
omeprazole,paracetamol,1
escitalopram,rosuvastatin,1
pravastatin,warfarin,1
fluoxetine,clarithromycin,1
lorazepam,amiodarone,3
rivaroxaban,warfarin,1
ibuprofen,vitamin d,1
naproxen,apixaban,1
diclofenac,probiotic,1
lorazepam,oxycodone,3
edoxaban,amiodarone,1
clarithromycin,atorvastatin,3
simvastatin,b12,1
rosuvastatin,vitamin c,1
pantoprazole,dabigatran,1
vitamin d,enterogermina,1
erythromycin,diclofenac,1
clarithromycin,warfarin,3
vitamin c,oxycodone,1
acetaminophen,morphine,1
tramadol,pravastatin,1
acetaminophen,amiodarone,1
lorazepam,azithromycin,1
dabigatran,esomeprazole,1
edoxaban,erythromycin,1
clarithromycin,vitamin d,1
vitamin d,diclofenac,1
dexketoprofen,clonazepam,1
rivaroxaban,codeine,1
naproxen,erythromycin,1
morphine,oxycodone,1
apixaban,paracetamol,1
escitalopram,vitamin c,1
edoxaban,clonazepam,1
diclofenac,simvastatin,1
edoxaban,fluoxetine,1
fluoxetine,rivaroxaban,1
rosuvastatin,erythromycin,3
ketoprofen,dabigatran,1
b12,clarithromycin,1
ibuprofen,lorazepam,1
azithromycin,clarithromycin,1
codeine,enterogermina,1
codeine,lorazepam,3
lorazepam,paroxetine,2
escitalopram,fluoxetine,1
azithromycin,enterogermina,1
esomeprazole,pantoprazole,1
paracetamol,vitamin c,1
clonazepam,diazepam,1
paroxetine,azithromycin,1
paroxetine,acetaminophen,1
simvastatin,dexketoprofen,1
apixaban,folic acid,1
morphine,ibuprofen,1
enterogermina,escitalopram,1
escitalopram,apixaban,1
dabigatran,enterogermina,1
codeine,lorazepam,3
clarithromycin,azithromycin,1
esomeprazole,paracetamol,1
naproxen,dexketoprofen,1
vitamin d,diclofenac,1
azithromycin,erythromycin,1
clonazepam,alprazolam,1
clonazepam,naproxen,1
enterogermina,atorvastatin,1
pravastatin,dabigatran,1
rosuvastatin,folic acid,1
diclofenac,oxycodone,1
oxycodone,folic acid,1
clarithromycin,warfarin,3
paroxetine,warfarin,3
acetaminophen,dexketoprofen,1
amiodarone,diazepam,3
esomeprazole,tramadol,1
azithromycin,probiotic,1
lorazepam,probiotic,1
oxycodone,diazepam,3
clarithromycin,sertraline,1
paroxetine,pravastatin,1
folic acid,paroxetine,1
escitalopram,esomeprazole,1
clarithromycin,edoxaban,1
pravastatin,probiotic,1
ketoprofen,clarithromycin,1
apixaban,diclofenac,1
simvastatin,diclofenac,1
apixaban,erythromycin,1
erythromycin,paracetamol,1
alprazolam,paroxetine,2
fluoxetine,ketoprofen,2
warfarin,amiodarone,3
warfarin,esomeprazole,1
erythromycin,oxycodone,1
sertraline,folic acid,1
esomeprazole,rosuvastatin,2
amiodarone,paracetamol,1
b12,fluoxetine,1
azithromycin,probiotic,1
rivaroxaban,diazepam,1
ketoprofen,codeine,1
oxycodone,amiodarone,1
omeprazole,probiotic,1
escitalopram,clarithromycin,1
rivaroxaban,paroxetine,1
ketoprofen,lorazepam,1
omeprazole,codeine,1
sertraline,diazepam,2
amiodarone,rivaroxaban,1
azithromycin,esomeprazole,1
edoxaban,warfarin,1
folic acid,edoxaban,1
simvastatin,erythromycin,3
enterogermina,clonazepam,1
clonazepam,edoxaban,1
dabigatran,folic acid,1
azithromycin,enterogermina,1
edoxaban,paracetamol,1
rivaroxaban,erythromycin,1
acetaminophen,dabigatran,1
naproxen,esomeprazole,1
ketoprofen,clarithromycin,1
lorazepam,pantoprazole,1
alprazolam,vitamin c,1
simvastatin,azithromycin,3
rosuvastatin,probiotic,1
clarithromycin,oxycodone,1
dexketoprofen,simvastatin,1
acetaminophen,ibuprofen,1
warfarin,folic acid,1
alprazolam,diclofenac,1
probiotic,b12,1
paroxetine,rosuvastatin,1
erythromycin,azithromycin,1
naproxen,sertraline,2
clarithromycin,sertraline,1
apixaban,esomeprazole,1
escitalopram,diazepam,2
erythromycin,acetaminophen,1
dabigatran,erythromycin,1
omeprazole,alprazolam,1
erythromycin,paroxetine,1
codeine,escitalopram,2
vitamin c,sertraline,1
sertraline,rosuvastatin,1
esomeprazole,omeprazole,1
azithromycin,codeine,1
edoxaban,rosuvastatin,1
vitamin d,folic acid,1
vitamin c,diazepam,1
atorvastatin,dexketoprofen,1
fluoxetine,azithromycin,1
fluoxetine,simvastatin,1
tramadol,morphine,1
codeine,tramadol,1
folic acid,apixaban,1
atorvastatin,paracetamol,1
ketoprofen,vitamin d,1
b12,clarithromycin,1
rosuvastatin,escitalopram,1
apixaban,clarithromycin,1
diclofenac,naproxen,1
erythromycin,paroxetine,1
b12,clarithromycin,1
rosuvastatin,pravastatin,1
morphine,pantoprazole,1
vitamin c,edoxaban,1
warfarin,omeprazole,1
edoxaban,vitamin d,1
simvastatin,tramadol,1
rosuvastatin,diazepam,1
naproxen,pantoprazole,1
pravastatin,vitamin d,1
amiodarone,erythromycin,3
acetaminophen,clonazepam,1
omeprazole,oxycodone,1
morphine,vitamin d,1
morphine,erythromycin,1
b12,diazepam,1
vitamin c,escitalopram,1
rosuvastatin,lorazepam,1
rivaroxaban,escitalopram,1
clonazepam,paroxetine,2
fluoxetine,apixaban,1
edoxaban,lorazepam,1
azithromycin,erythromycin,1
probiotic,dexketoprofen,1
lorazepam,pravastatin,1
omeprazole,clarithromycin,1
paracetamol,erythromycin,1
naproxen,lorazepam,1
codeine,apixaban,1
pravastatin,sertraline,1
tramadol,naproxen,1
amiodarone,erythromycin,3
amiodarone,tramadol,1
rivaroxaban,sertraline,1
dabigatran,paracetamol,1
alprazolam,folic acid,1
amiodarone,atorvastatin,1
paracetamol,clonazepam,1
dabigatran,vitamin c,1
ibuprofen,escitalopram,2
dexketoprofen,folic acid,1
sertraline,tramadol,2
b12,vitamin c,1
omeprazole,naproxen,1
simvastatin,probiotic,1
vitamin c,paracetamol,1
apixaban,rosuvastatin,1
apixaban,rosuvastatin,1
clonazepam,atorvastatin,1
rosuvastatin,amiodarone,1
azithromycin,omeprazole,1
acetaminophen,clarithromycin,1
acetaminophen,ibuprofen,1
naproxen,warfarin,3
ibuprofen,warfarin,3
sertraline,rosuvastatin,1
vitamin c,ketoprofen,1
omeprazole,diazepam,1
alprazolam,edoxaban,1
edoxaban,fluoxetine,1
vitamin d,simvastatin,1
oxycodone,ketoprofen,1
ibuprofen,rivaroxaban,1
erythromycin,dexketoprofen,1
apixaban,esomeprazole,1
alprazolam,vitamin d,1
rivaroxaban,sertraline,1
erythromycin,vitamin c,1
dexketoprofen,ibuprofen,1
ibuprofen,dexketoprofen,1
escitalopram,codeine,2
clarithromycin,rivaroxaban,1
simvastatin,tramadol,1
alprazolam,apixaban,1
pantoprazole,naproxen,1
enterogermina,probiotic,1
diclofenac,warfarin,3
acetaminophen,sertraline,1
amiodarone,diazepam,3
naproxen,rivaroxaban,1
clarithromycin,naproxen,1
naproxen,apixaban,1
apixaban,rosuvastatin,1
enterogermina,erythromycin,1
oxycodone,rivaroxaban,1
lorazepam,folic acid,1
erythromycin,edoxaban,1
paroxetine,diclofenac,2
warfarin,ketoprofen,3
erythromycin,azithromycin,1
rosuvastatin,paracetamol,1
atorvastatin,probiotic,1
paroxetine,atorvastatin,1
paroxetine,rosuvastatin,1
morphine,erythromycin,1
paracetamol,vitamin d,1
fluoxetine,dexketoprofen,2
oxycodone,b12,1
naproxen,paracetamol,1
rivaroxaban,vitamin d,1
naproxen,clarithromycin,1
naproxen,morphine,1
atorvastatin,lorazepam,1
sertraline,simvastatin,1
morphine,erythromycin,1
rosuvastatin,diclofenac,1
esomeprazole,enterogermina,1
edoxaban,b12,1
erythromycin,dexketoprofen,1
paroxetine,amiodarone,3
oxycodone,sertraline,2
fluoxetine,amiodarone,3
ketoprofen,azithromycin,1
ketoprofen,erythromycin,1
oxycodone,dabigatran,1
diazepam,b12,1
diazepam,folic acid,1
atorvastatin,alprazolam,1
naproxen,clarithromycin,1
apixaban,rosuvastatin,1
warfarin,rosuvastatin,1
dexketoprofen,apixaban,1
dabigatran,esomeprazole,1
diazepam,enterogermina,1
vitamin d,b12,1
vitamin d,escitalopram,1
erythromycin,oxycodone,1
erythromycin,morphine,1
dexketoprofen,atorvastatin,1
clarithromycin,acetaminophen,1
alprazolam,codeine,3
vitamin d,edoxaban,1
clonazepam,clarithromycin,1
folic acid,diclofenac,1
acetaminophen,paracetamol,1
dabigatran,oxycodone,1
acetaminophen,esomeprazole,1
folic acid,apixaban,1
atorvastatin,pravastatin,1
clonazepam,folic acid,1
omeprazole,rosuvastatin,2
naproxen,folic acid,1
erythromycin,ketoprofen,1
dexketoprofen,b12,1
folic acid,vitamin c,1
clarithromycin,lorazepam,1
b12,paroxetine,1
pravastatin,ketoprofen,1
apixaban,probiotic,1
morphine,naproxen,1
morphine,tramadol,1
apixaban,vitamin d,1
alprazolam,clarithromycin,1
enterogermina,dexketoprofen,1
paroxetine,diclofenac,2
clonazepam,escitalopram,2
ibuprofen,pravastatin,1
erythromycin,azithromycin,1
simvastatin,folic acid,1
oxycodone,amiodarone,1
codeine,oxycodone,1
dexketoprofen,vitamin d,1
clonazepam,ketoprofen,1
lorazepam,clonazepam,1
sertraline,paracetamol,1
escitalopram,clarithromycin,1
dexketoprofen,omeprazole,1
ibuprofen,rosuvastatin,1
rivaroxaban,sertraline,1
morphine,clarithromycin,1
ibuprofen,sertraline,2
ibuprofen,clarithromycin,1
dabigatran,omeprazole,1
vitamin d,simvastatin,1
ibuprofen,pantoprazole,1
omeprazole,dabigatran,1
vitamin c,clarithromycin,1
edoxaban,clarithromycin,1
oxycodone,edoxaban,1
paroxetine,pantoprazole,1
pantoprazole,azithromycin,1
codeine,ketoprofen,1
b12,dabigatran,1
codeine,atorvastatin,1
clarithromycin,ketoprofen,1
alprazolam,enterogermina,1
diclofenac,ketoprofen,1
acetaminophen,sertraline,1
atorvastatin,esomeprazole,2
probiotic,sertraline,1
dabigatran,amiodarone,1
azithromycin,acetaminophen,1
ketoprofen,amiodarone,1
b12,esomeprazole,1
clonazepam,escitalopram,2
morphine,erythromycin,1
fluoxetine,alprazolam,2
paroxetine,morphine,2
acetaminophen,alprazolam,1
apixaban,amiodarone,1
vitamin d,paroxetine,1
rosuvastatin,apixaban,1
oxycodone,vitamin d,1
dexketoprofen,rosuvastatin,1
vitamin c,rivaroxaban,1
vitamin c,naproxen,1
rivaroxaban,clarithromycin,1
clonazepam,erythromycin,1
omeprazole,rivaroxaban,1
atorvastatin,esomeprazole,2
probiotic,amiodarone,1
folic acid,naproxen,1
codeine,ibuprofen,1
apixaban,alprazolam,1
alprazolam,warfarin,1
esomeprazole,rosuvastatin,2
dabigatran,diclofenac,1
edoxaban,tramadol,1
escitalopram,warfarin,3
omeprazole,atorvastatin,2
folic acid,ibuprofen,1
oxycodone,sertraline,2
clonazepam,oxycodone,3
dabigatran,escitalopram,1
naproxen,amiodarone,1
vitamin c,paroxetine,1
esomeprazole,b12,1
ibuprofen,paracetamol,1
probiotic,vitamin d,1
omeprazole,lorazepam,1
tramadol,vitamin d,1
esomeprazole,omeprazole,1
paracetamol,oxycodone,1
enterogermina,erythromycin,1
pantoprazole,warfarin,1
diazepam,paroxetine,2
sertraline,paracetamol,1
azithromycin,alprazolam,1
rosuvastatin,diazepam,1
escitalopram,b12,1
folic acid,enterogermina,1
azithromycin,vitamin c,1
paracetamol,warfarin,1
rosuvastatin,rivaroxaban,1
clonazepam,escitalopram,2
enterogermina,warfarin,1
ibuprofen,folic acid,1
acetaminophen,erythromycin,1
ibuprofen,clonazepam,1
omeprazole,esomeprazole,1
warfarin,pantoprazole,1
diclofenac,b12,1
azithromycin,diclofenac,1
escitalopram,codeine,2
folic acid,alprazolam,1
morphine,azithromycin,1
erythromycin,oxycodone,1
rivaroxaban,fluoxetine,1
vitamin d,escitalopram,1
azithromycin,atorvastatin,3
b12,warfarin,1
vitamin c,folic acid,1
codeine,apixaban,1
dabigatran,edoxaban,1
paracetamol,naproxen,1
escitalopram,alprazolam,2
dabigatran,ibuprofen,1
rosuvastatin,pantoprazole,2
clarithromycin,sertraline,1
simvastatin,diclofenac,1
vitamin c,escitalopram,1
erythromycin,edoxaban,1
diclofenac,vitamin c,1
omeprazole,ketoprofen,1
oxycodone,morphine,1
amiodarone,dexketoprofen,1
b12,warfarin,1
clarithromycin,escitalopram,1
oxycodone,tramadol,1
dexketoprofen,paroxetine,2
warfarin,clarithromycin,3
erythromycin,alprazolam,1
clonazepam,omeprazole,1
lorazepam,azithromycin,1
fluoxetine,enterogermina,1
alprazolam,acetaminophen,1
diazepam,ketoprofen,1
tramadol,lorazepam,3
folic acid,paracetamol,1
fluoxetine,rivaroxaban,1
amiodarone,erythromycin,3
tramadol,folic acid,1
vitamin d,lorazepam,1
ibuprofen,amiodarone,1
clarithromycin,clonazepam,1
sertraline,dexketoprofen,2
clarithromycin,atorvastatin,3
paracetamol,ibuprofen,1
apixaban,diazepam,1
omeprazole,clarithromycin,1
acetaminophen,probiotic,1
azithromycin,oxycodone,1
edoxaban,clarithromycin,1
omeprazole,warfarin,1
ketoprofen,b12,1
rosuvastatin,clonazepam,1
clonazepam,lorazepam,1
b12,rivaroxaban,1
warfarin,ibuprofen,3
lorazepam,folic acid,1
dexketoprofen,sertraline,2
vitamin c,simvastatin,1
clonazepam,oxycodone,3
esomeprazole,diazepam,1
ketoprofen,edoxaban,1
enterogermina,probiotic,1
vitamin c,esomeprazole,1
amiodarone,omeprazole,1
azithromycin,enterogermina,1
rivaroxaban,edoxaban,1
ketoprofen,edoxaban,1
ketoprofen,ibuprofen,1
sertraline,atorvastatin,1
esomeprazole,rosuvastatin,2
rosuvastatin,lorazepam,1
rivaroxaban,atorvastatin,1
rosuvastatin,paracetamol,1
enterogermina,clarithromycin,1
atorvastatin,simvastatin,1
erythromycin,ketoprofen,1
ibuprofen,clonazepam,1
sertraline,diazepam,2
rivaroxaban,erythromycin,1
omeprazole,enterogermina,1
pantoprazole,rosuvastatin,2
warfarin,fluoxetine,3
ibuprofen,erythromycin,1
enterogermina,clonazepam,1
vitamin d,erythromycin,1
azithromycin,folic acid,1
apixaban,lorazepam,1
clonazepam,warfarin,1
rivaroxaban,erythromycin,1
alprazolam,naproxen,1
erythromycin,amiodarone,3
escitalopram,dabigatran,1
codeine,morphine,1
acetaminophen,edoxaban,1
paroxetine,diclofenac,2
dabigatran,clarithromycin,1
ibuprofen,codeine,1
amiodarone,oxycodone,1
lorazepam,rosuvastatin,1
edoxaban,esomeprazole,1
vitamin c,esomeprazole,1
erythromycin,amiodarone,3
codeine,vitamin c,1
edoxaban,atorvastatin,1
diazepam,omeprazole,1
tramadol,oxycodone,1
b12,clarithromycin,1
b12,warfarin,1
ibuprofen,simvastatin,1
codeine,clarithromycin,1
erythromycin,azithromycin,1
diazepam,folic acid,1
paroxetine,b12,1
rivaroxaban,probiotic,1
diclofenac,enterogermina,1
dabigatran,folic acid,1
azithromycin,acetaminophen,1
dabigatran,esomeprazole,1
b12,diazepam,1
erythromycin,warfarin,3
vitamin d,diclofenac,1
simvastatin,naproxen,1
dabigatran,erythromycin,1
fluoxetine,clonazepam,2
alprazolam,clarithromycin,1
dabigatran,paracetamol,1
amiodarone,vitamin d,1
apixaban,diazepam,1
rivaroxaban,erythromycin,1
codeine,tramadol,1
tramadol,pravastatin,1
escitalopram,omeprazole,1
oxycodone,rosuvastatin,1
alprazolam,b12,1
dexketoprofen,diazepam,1
paracetamol,lorazepam,1
clonazepam,vitamin c,1
clarithromycin,pantoprazole,1
amiodarone,fluoxetine,3
azithromycin,enterogermina,1
enterogermina,warfarin,1
amiodarone,fluoxetine,3
apixaban,vitamin d,1
edoxaban,diclofenac,1
omeprazole,simvastatin,2
probiotic,dabigatran,1
dabigatran,ibuprofen,1
folic acid,edoxaban,1
codeine,tramadol,1
erythromycin,diazepam,1
apixaban,folic acid,1
paracetamol,vitamin d,1
warfarin,pravastatin,1
paroxetine,clarithromycin,1
ibuprofen,paroxetine,2
diazepam,simvastatin,1
warfarin,erythromycin,3
warfarin,esomeprazole,1
ibuprofen,clonazepam,1
tramadol,simvastatin,1
apixaban,tramadol,1
naproxen,acetaminophen,1
erythromycin,escitalopram,1
paracetamol,tramadol,1
vitamin d,clarithromycin,1
b12,pravastatin,1
amiodarone,clarithromycin,3
omeprazole,vitamin d,1
paracetamol,diazepam,1
paroxetine,diazepam,2
ketoprofen,erythromycin,1
b12,acetaminophen,1
omeprazole,codeine,1
apixaban,folic acid,1
ibuprofen,enterogermina,1
sertraline,esomeprazole,1
clonazepam,codeine,3
erythromycin,acetaminophen,1
simvastatin,vitamin d,1
sertraline,enterogermina,1
rivaroxaban,erythromycin,1
codeine,diazepam,3
ibuprofen,amiodarone,1
erythromycin,fluoxetine,1
ibuprofen,edoxaban,1
sertraline,tramadol,2
tramadol,atorvastatin,1
dexketoprofen,clarithromycin,1
acetaminophen,diazepam,1
warfarin,clarithromycin,3
vitamin d,paracetamol,1
b12,warfarin,1
rosuvastatin,clarithromycin,3
paroxetine,rivaroxaban,1
clonazepam,omeprazole,1
vitamin c,sertraline,1
warfarin,pantoprazole,1
warfarin,rivaroxaban,1
clarithromycin,dabigatran,1
warfarin,ketoprofen,3
dexketoprofen,ibuprofen,1
diazepam,tramadol,3
morphine,rosuvastatin,1
alprazolam,escitalopram,2
codeine,omeprazole,1
pantoprazole,dabigatran,1
acetaminophen,omeprazole,1
clonazepam,atorvastatin,1
codeine,acetaminophen,1
warfarin,diclofenac,3
morphine,esomeprazole,1
paroxetine,simvastatin,1
pravastatin,probiotic,1
amiodarone,pravastatin,1
paroxetine,pravastatin,1
azithromycin,omeprazole,1
rosuvastatin,paracetamol,1
ibuprofen,esomeprazole,1
naproxen,oxycodone,1
ibuprofen,esomeprazole,1
fluoxetine,apixaban,1
folic acid,oxycodone,1
b12,ketoprofen,1
paracetamol,rosuvastatin,1
b12,tramadol,1
enterogermina,oxycodone,1
ketoprofen,folic acid,1
omeprazole,paroxetine,1
azithromycin,escitalopram,1
diazepam,erythromycin,1
edoxaban,clonazepam,1
probiotic,naproxen,1
azithromycin,folic acid,1
atorvastatin,diazepam,1
omeprazole,naproxen,1
erythromycin,dabigatran,1
apixaban,probiotic,1
clonazepam,erythromycin,1
ketoprofen,pravastatin,1
clarithromycin,warfarin,3
rivaroxaban,vitamin d,1
omeprazole,lorazepam,1
naproxen,sertraline,2
vitamin d,dabigatran,1
codeine,ibuprofen,1
naproxen,escitalopram,2
diazepam,amiodarone,3
rosuvastatin,esomeprazole,2
paracetamol,vitamin d,1
esomeprazole,morphine,1
erythromycin,alprazolam,1
dexketoprofen,apixaban,1
codeine,edoxaban,1
morphine,clarithromycin,1
edoxaban,oxycodone,1
pantoprazole,paracetamol,1
amiodarone,alprazolam,3
diclofenac,probiotic,1
clarithromycin,oxycodone,1
paroxetine,codeine,2
ibuprofen,diazepam,1
vitamin c,probiotic,1
naproxen,alprazolam,1
dexketoprofen,lorazepam,1
vitamin d,vitamin c,1
vitamin c,clonazepam,1
pantoprazole,erythromycin,1
oxycodone,ibuprofen,1
tramadol,erythromycin,1
simvastatin,azithromycin,3
acetaminophen,paracetamol,1
pantoprazole,lorazepam,1
sertraline,folic acid,1
omeprazole,probiotic,1
escitalopram,alprazolam,2
acetaminophen,vitamin c,1
erythromycin,diclofenac,1
escitalopram,simvastatin,1
acetaminophen,codeine,1
fluoxetine,clarithromycin,1
oxycodone,pantoprazole,1
ketoprofen,esomeprazole,1
simvastatin,morphine,1
edoxaban,enterogermina,1
paroxetine,dexketoprofen,2
escitalopram,ketoprofen,2
lorazepam,rivaroxaban,1
ibuprofen,omeprazole,1
sertraline,apixaban,1
azithromycin,naproxen,1
acetaminophen,atorvastatin,1
pantoprazole,folic acid,1
naproxen,edoxaban,1
atorvastatin,pravastatin,1
esomeprazole,diazepam,1
fluoxetine,warfarin,3
vitamin d,erythromycin,1
lorazepam,erythromycin,1
erythromycin,alprazolam,1
acetaminophen,enterogermina,1
pantoprazole,morphine,1
paracetamol,codeine,1
vitamin c,enterogermina,1
probiotic,erythromycin,1
amiodarone,apixaban,1
pantoprazole,naproxen,1
codeine,lorazepam,3
simvastatin,fluoxetine,1
codeine,clonazepam,3
simvastatin,fluoxetine,1
dexketoprofen,probiotic,1
alprazolam,rivaroxaban,1
ibuprofen,folic acid,1
esomeprazole,vitamin c,1
tramadol,rosuvastatin,1
simvastatin,vitamin d,1
warfarin,atorvastatin,1
probiotic,dabigatran,1
erythromycin,enterogermina,1
rivaroxaban,diazepam,1
tramadol,dexketoprofen,1
amiodarone,alprazolam,3
rivaroxaban,pravastatin,1
simvastatin,esomeprazole,2
rosuvastatin,pantoprazole,2
diclofenac,alprazolam,1
diazepam,clonazepam,1
rivaroxaban,paroxetine,1
erythromycin,simvastatin,3
erythromycin,atorvastatin,3
b12,paroxetine,1
clarithromycin,diclofenac,1
paracetamol,rosuvastatin,1
diazepam,erythromycin,1
amiodarone,vitamin d,1
